Episode,Reward,Critic_Loss,Time_Sec,CPU_Percent,RAM_Percent
1,-16820.99,8663716.5,1.26,33.9,62.8
2,-15628.55,7265586.625,1.27,51.0,62.9
3,-14455.25,6652359.625,1.26,51.1,62.9
4,-15736.23,8194276.0,1.3,52.8,62.9
5,-13876.07,5687964.75,1.33,57.6,63.1
6,-15955.19,8240685.125,1.29,52.1,63.3
7,-13368.03,5557425.125,1.26,55.1,63.4
8,-15736.78,6662052.0,1.28,52.1,63.5
9,-14382.11,6310113.125,1.22,52.9,63.5
10,-14979.17,6948029.25,1.27,54.2,63.6
11,-15461.07,7103970.75,1.26,51.6,63.6
12,-14954.03,7035706.375,1.22,50.8,63.6
13,-14948.35,6843574.125,1.26,54.3,63.7
14,-13396.61,5554316.0,1.28,53.7,63.8
15,-15052.21,6772568.75,1.28,53.9,63.9
16,-14400.75,6357672.625,1.25,52.4,63.9
17,-14502.22,6292808.25,1.25,53.1,63.9
18,-16739.36,8423471.0,1.31,55.9,64.0
19,-16025.36,8015950.5,1.3,52.5,64.0
20,-13979.4,6192925.625,1.26,52.7,64.2
21,-14868.85,6612796.125,1.25,50.3,64.2
22,-16588.22,7917692.25,1.33,53.6,64.2
23,-14953.45,6861299.625,1.21,49.6,64.3
24,-15309.94,7054562.375,1.3,52.5,64.4
25,-16850.83,9128664.25,1.28,50.7,64.5
26,-15033.95,7025350.875,1.24,52.3,64.5
27,-16245.63,7756375.5,1.25,51.7,64.5
28,-16828.18,8443199.75,1.28,51.9,64.5
29,-14620.36,6322053.0,1.28,51.4,63.8
30,-15654.24,7351725.0,1.28,55.4,63.9
31,-16462.36,7933527.0,1.25,50.6,64.0
32,-15786.38,7040822.75,1.31,52.6,64.3
33,-13592.87,5923958.25,1.28,58.5,64.5
34,-16838.83,8816723.25,1.26,50.9,63.6
35,-15287.26,6965809.0,1.26,52.2,63.6
36,-16343.05,8325463.125,1.31,51.2,63.6
37,-14261.27,6177029.25,1.27,52.3,63.3
38,-13750.54,5861037.875,1.23,50.8,63.4
39,-15462.21,6217409.5,1.29,53.9,63.4
40,-13967.75,5737524.75,1.25,50.3,63.5
41,-15026.18,6675404.375,1.27,55.1,63.6
42,-15254.07,6880452.25,1.3,62.5,63.4
43,-14831.72,6541226.5,1.26,50.1,63.5
44,-16269.23,7593130.375,1.36,54.4,63.5
45,-14153.72,5657132.875,1.27,51.3,63.6
46,-16079.45,7918714.375,1.29,53.2,63.7
47,-14161.12,5946162.75,1.25,51.9,63.6
48,-16315.3,8392684.75,1.34,58.4,63.7
49,-16769.36,8145582.25,1.3,52.2,63.7
50,-15310.83,7205475.375,1.26,51.2,63.8
51,-14453.52,6546771.5,1.22,50.8,63.8
52,-14376.01,6066764.625,1.26,55.3,63.7
53,-15292.44,7134647.75,1.3,50.6,63.8
54,-15350.93,7523468.0,1.24,47.7,63.8
55,-16202.95,8048898.5,1.36,53.6,63.6
56,-16597.73,8825482.75,1.28,53.3,63.6
57,-15085.71,7179756.75,1.26,51.0,63.6
58,-14365.26,6239759.625,1.26,50.0,63.7
59,-14101.83,5842440.5,1.31,53.5,63.7
60,-16944.56,8530348.75,1.28,49.0,63.8
61,-16565.23,8441843.0,1.29,54.1,63.8
62,-13835.95,5831725.875,1.37,55.7,64.0
63,-15740.42,7154432.5,1.37,56.0,64.2
64,-14045.29,6337990.25,1.47,63.2,65.4
65,-14497.69,6738651.25,1.51,75.7,66.6
66,-15637.72,7575166.5,1.46,67.0,67.0
67,-16171.81,8137879.125,1.43,68.4,66.9
68,-15313.62,7025606.375,1.43,59.2,66.9
69,-15216.6,6300114.75,1.36,60.4,66.9
70,-15259.69,6593680.875,1.37,58.3,67.0
71,-13693.44,6000976.875,1.38,59.8,67.2
72,-15490.39,6754158.875,1.36,53.1,67.2
73,-13718.98,5478811.375,1.38,61.4,67.2
74,-14799.05,7006988.125,1.3,53.2,67.3
75,-15206.23,6557321.375,1.32,54.8,66.6
76,-14047.68,6368865.125,1.45,59.8,66.6
77,-15178.63,6923090.875,1.5,64.2,66.6
78,-17343.16,8481608.75,1.54,65.7,66.9
79,-14881.02,6944808.25,1.41,62.8,67.4
80,-15498.69,6720934.5,1.4,57.6,67.3
81,-15681.45,7264841.125,1.35,55.8,67.4
82,-15988.09,7476229.375,1.35,54.5,67.5
83,-15046.74,6739574.125,1.7,68.7,67.8
84,-14577.49,6267160.625,1.31,55.1,67.8
85,-16274.09,7945409.625,1.34,50.5,67.8
86,-14289.01,6100835.875,1.29,50.6,67.8
87,-14608.66,6601640.875,1.33,54.9,68.0
